student_id,login_frequency,avg_study_duration,assignment_delay_days,forum_participation,quiz_score_avg,resource_access_count,missed_deadlines_pct,session_break_freq,burnout_risk
STU-02464,3,0.09,8.11,1,33.4,2,73.76,11.5,2
STU-00145,9,4.78,0.14,14,85.46,21,1.0,2.23,0
STU-00537,10,3.7,0.19,10,90.55,17,4.23,1.36,0
STU-00812,10,4.13,0.09,9,91.27,20,2.26,1.85,0
STU-01736,5,2.89,2.9,3,65.69,9,20.51,4.24,1
STU-01498,7,2.12,2.97,3,61.15,7,30.12,5.06,1
STU-00086,10,4.43,0.38,8,93.13,16,2.3,1.99,0
STU-01255,7,1.84,2.96,3,71.32,6,23.59,6.21,1
STU-02208,3,0.24,7.78,0,38.21,0,44.0,12.0,2
STU-02362,3,0.19,6.31,1,43.81,1,56.47,8.61,2
STU-02067,1,1.32,7.88,1,38.57,0,63.77,9.83,2
STU-01670,4,2.23,3.06,2,60.57,7,23.56,4.96,1
STU-00485,10,4.28,0.19,12,93.9,21,2.79,1.74,0
STU-02227,0,0.15,6.0,1,34.68,2,63.23,9.24,1
STU-02387,2,1.5,7.74,1,32.25,0,71.14,9.2,2
STU-00739,14,3.63,0.09,9,85.99,17,1.23,1.4,0
STU-01771,6,2.12,3.37,5,54.9,9,19.7,4.54,1
STU-02189,2,0.29,6.04,0,23.94,2,66.81,8.96,2
STU-02462,0,1.39,7.59,0,37.04,1,52.57,9.76,2
STU-01743,7,1.78,2.64,4,71.72,9,21.18,3.52,1
STU-00363,11,5.09,0.04,14,87.81,14,2.22,1.38,0
STU-00750,13,3.6,0.19,11,82.28,19,0.98,0.98,0
STU-02106,3,1.03,6.79,1,30.26,0,60.08,8.63,2
STU-01647,7,2.31,2.32,5,62.94,5,34.27,4.57,2
STU-01027,7,2.33,4.07,2,62.8,5,23.63,4.08,1
STU-01031,7,2.12,2.01,3,64.61,7,23.49,5.45,1
STU-01869,6,2.22,3.15,3,61.81,7,26.47,4.94,1
STU-01336,6,2.12,3.38,3,64.01,8,25.9,4.44,1
STU-02060,3,0.89,6.75,1,32.1,2,61.01,10.29,2
STU-01895,1,0.57,7.34,0,33.94,1,74.7,8.5,2
STU-00666,14,4.55,0.05,11,97.74,16,2.02,1.11,0
STU-00365,14,5.32,0.77,15,95.11,19,0.18,1.15,0
STU-02293,0,0.85,7.09,0,32.81,2,67.7,10.83,2
STU-01240,6,3.22,3.21,5,62.4,9,25.01,3.65,1
STU-00078,9,3.89,0.21,9,78.0,16,0.18,2.18,1
STU-00028,13,3.91,0.04,15,90.17,22,1.78,1.67,0
STU-00474,10,4.2,0.3,15,81.46,21,1.9,1.3,0
STU-00526,13,5.0,0.17,13,85.18,20,0.62,2.19,0
STU-00726,11,4.6,0.13,8,87.82,14,3.5,2.27,1
STU-00056,14,4.56,0.01,13,89.72,15,2.08,1.31,0
STU-00639,14,4.36,0.06,13,85.4,15,1.78,2.62,0
STU-00303,14,4.57,0.31,9,81.39,15,0.65,2.18,0
STU-00719,13,4.53,0.08,7,87.72,14,1.24,2.33,0
STU-01872,5,2.86,3.32,5,68.0,7,27.15,3.32,1
STU-00625,9,4.44,1.12,9,90.96,17,2.56,1.01,0
STU-00008,13,4.22,0.22,9,81.62,17,0.41,2.15,0
STU-01281,6,3.07,3.76,3,69.76,6,15.0,3.5,1
STU-00804,10,4.4,0.55,13,88.02,20,2.16,2.31,0
STU-01050,7,2.95,3.36,2,55.49,7,16.53,4.59,1
STU-00337,12,4.16,0.31,13,86.47,15,1.97,2.31,0
STU-01597,5,1.5,2.36,3,53.96,5,21.53,4.11,1
STU-00048,14,4.11,0.31,9,89.64,19,2.35,2.33,0
STU-02153,3,0.28,6.77,1,43.81,3,66.1,8.68,2
STU-00107,13,4.43,0.54,13,91.83,19,1.83,1.59,0
STU-00350,13,4.97,0.09,10,90.93,18,1.84,1.78,0
STU-01080,7,2.36,3.78,3,70.34,5,17.12,3.15,1
STU-00239,13,4.58,0.23,7,90.39,15,4.22,2.01,0
STU-00214,11,4.85,0.57,13,84.05,18,2.66,2.08,0
STU-01145,4,3.01,2.42,2,57.91,10,25.57,5.0,2
STU-02380,3,0.43,7.25,1,40.12,2,66.16,9.51,2
STU-01762,4,2.47,2.35,4,62.11,9,24.25,4.88,1
STU-00794,12,4.75,0.37,9,86.41,21,0.56,2.03,0
STU-01097,5,2.07,2.7,3,67.12,8,36.25,4.83,1
STU-02207,0,0.44,6.0,0,28.09,2,78.7,8.69,2
STU-01740,7,3.31,2.62,5,69.34,5,23.38,4.72,2
STU-02223,0,0.19,7.41,0,34.43,3,58.91,10.63,2
STU-00346,12,5.11,0.32,8,85.97,16,0.51,2.08,0
STU-00524,9,4.3,0.04,7,80.93,20,1.03,2.36,0
STU-00233,10,4.32,1.2,15,90.19,17,0.82,2.69,0
STU-00645,13,5.37,0.07,11,82.36,18,0.82,1.67,0
STU-01918,1,0.37,7.52,0,44.24,3,52.36,8.62,2
STU-02171,0,0.95,9.88,1,38.17,3,58.87,7.0,2
STU-01429,6,2.06,3.15,4,60.26,6,34.44,4.2,1
STU-00534,12,4.37,0.13,11,78.0,22,2.21,1.78,0
STU-02172,0,1.5,7.9,0,33.93,2,57.23,10.13,2
STU-00604,12,4.17,0.22,10,78.0,21,1.64,0.87,0
STU-01490,6,2.18,2.97,5,63.37,8,21.5,4.6,1
STU-01858,7,2.39,3.66,2,60.02,7,19.57,4.19,1
STU-01427,7,3.18,3.2,2,58.72,9,31.16,4.16,1
STU-01075,6,3.04,3.08,4,52.3,10,21.21,4.4,1
STU-02006,3,0.13,6.43,0,22.31,3,77.86,7.0,2
STU-00061,12,4.19,0.05,11,87.65,22,1.31,1.72,0
STU-01941,2,0.2,6.05,0,34.51,0,52.38,8.25,2
STU-00093,10,4.46,0.59,7,84.53,18,0.43,1.94,0
STU-00667,13,4.56,0.57,14,89.4,16,1.1,2.52,1
STU-01721,6,2.51,2.55,3,66.69,7,21.74,5.12,1
STU-02247,3,0.27,6.92,0,38.02,3,69.71,8.76,2
STU-00281,10,4.08,0.08,10,80.86,21,1.92,1.47,0
STU-01720,5,2.79,2.84,4,62.09,7,22.24,5.72,1
STU-01726,6,2.33,4.06,3,70.17,8,27.36,3.73,1
STU-00360,9,4.58,0.4,10,87.42,14,1.71,1.99,0
STU-01749,5,3.17,2.09,2,74.0,5,28.54,5.19,1
STU-01544,7,3.07,3.64,2,59.95,10,23.97,4.34,1
STU-01398,4,3.32,2.0,4,67.66,10,24.09,4.13,2
STU-01804,4,2.46,2.02,4,63.71,5,22.76,3.68,1
STU-00848,14,4.19,0.32,8,83.12,22,3.08,1.91,0
STU-01207,4,2.76,2.79,4,68.3,5,31.7,4.03,1
STU-02263,0,0.8,7.59,1,31.12,2,62.61,10.16,2
STU-00761,11,3.97,0.1,10,87.67,15,1.34,2.07,0
STU-00111,12,4.2,0.03,10,85.36,20,2.59,1.32,0
STU-00043,13,4.92,0.62,14,91.8,20,2.52,2.21,0
STU-00126,9,4.45,0.76,10,88.74,19,3.12,1.4,0
STU-00205,13,3.98,0.1,11,81.25,22,1.92,1.16,0
STU-01474,4,2.49,2.0,5,61.51,8,20.88,3.6,1
STU-00053,13,4.03,0.19,11,83.74,17,1.91,1.66,1
STU-00546,13,5.34,0.18,13,84.65,20,0.69,1.91,0
STU-00069,13,4.26,0.34,14,86.45,15,1.16,1.05,0
STU-02224,3,0.47,9.43,0,31.51,0,59.4,9.25,2
STU-01952,0,0.21,9.38,0,22.32,2,49.55,8.45,2
STU-02198,0,0.39,8.38,0,28.3,1,59.57,8.33,2
STU-01909,3,1.46,6.0,0,25.84,2,59.73,8.84,1
STU-01425,4,2.03,2.67,3,60.95,10,30.46,3.76,1
STU-00184,9,4.54,0.61,10,87.85,21,1.57,1.12,0
STU-00138,9,4.6,0.25,10,78.0,20,3.14,1.22,0
STU-00900,11,4.67,0.09,10,85.12,14,1.51,2.23,0
STU-00797,12,4.37,0.25,15,85.61,21,2.78,1.55,0
STU-00133,12,4.18,0.08,10,88.34,17,0.27,2.56,1
STU-00081,11,4.28,1.17,8,88.06,16,0.34,1.34,0
STU-01587,7,2.19,3.33,2,74.0,10,23.56,4.08,1
STU-02158,3,0.42,7.2,0,35.67,2,61.73,10.42,2
STU-00759,14,5.01,0.21,15,90.69,19,0.69,1.45,0
STU-00542,12,4.78,1.2,14,85.58,17,3.24,1.42,0
STU-01020,4,3.28,4.1,5,66.1,6,26.14,3.39,1
STU-01767,5,2.43,3.16,4,68.46,7,25.67,3.18,1
STU-00984,14,4.17,1.04,10,85.64,18,2.91,1.6,0
STU-02232,2,0.09,7.14,1,27.56,3,47.99,8.16,2
STU-00166,14,4.99,0.13,15,88.7,22,0.97,1.22,0
STU-00249,12,3.9,0.32,13,90.4,22,4.46,2.19,1
STU-01332,5,1.92,2.0,5,61.22,9,17.79,4.64,1
STU-00447,11,4.63,0.73,15,89.08,17,0.97,2.04,0
STU-01777,6,3.5,2.55,4,56.68,8,16.81,3.71,1
STU-00859,12,4.43,1.2,14,86.78,15,2.69,2.35,0
STU-01359,4,2.17,2.99,3,64.24,5,26.05,3.28,1
STU-01862,6,2.43,3.15,3,64.4,9,25.98,4.15,1
STU-00098,10,3.85,0.05,12,90.78,17,0.64,1.32,0
STU-02308,0,0.7,8.12,0,26.42,1,60.59,7.98,2
STU-00806,10,5.02,1.2,11,90.28,20,2.6,0.86,0
STU-00738,12,3.62,1.2,12,86.96,16,1.3,1.63,0
STU-02101,1,0.25,8.4,0,41.74,0,65.03,8.69,2
STU-01886,0,0.1,8.47,0,24.78,2,65.84,9.08,2
STU-02001,1,0.24,7.03,0,26.14,0,64.6,9.73,2
STU-00103,12,4.5,0.5,12,96.08,15,0.58,1.67,0
STU-00435,14,4.46,1.2,12,84.95,18,1.74,3.0,0
STU-00075,13,4.35,0.01,11,78.0,20,1.02,1.7,0
STU-00578,14,4.88,0.06,11,91.35,20,0.66,2.2,0
STU-01847,7,2.32,2.82,3,67.04,10,30.25,3.58,1
STU-02313,1,0.21,6.21,1,36.37,2,70.92,7.38,2
STU-01231,7,2.53,2.0,3,63.14,5,24.32,4.36,1
STU-00919,11,5.21,0.0,10,84.3,20,0.63,1.05,1
STU-01327,7,1.89,2.31,2,67.88,7,25.5,4.49,1
STU-02316,1,0.57,7.42,1,35.14,3,46.61,9.16,2
STU-02287,3,0.3,6.0,1,30.18,3,69.21,9.63,2
STU-02246,2,1.05,6.95,0,37.38,0,50.03,11.81,2
STU-00763,9,5.6,0.12,14,93.49,18,3.05,1.14,1
STU-02116,0,0.57,8.64,1,32.03,0,59.64,9.59,2
STU-00990,11,4.66,0.28,12,87.66,22,2.0,1.37,0
STU-00389,12,5.27,0.49,7,84.5,17,0.54,1.43,0
STU-00236,10,5.45,0.05,13,87.8,14,1.64,1.4,0
STU-02495,3,1.5,8.36,1,29.49,1,66.33,10.72,2
STU-00268,11,3.98,0.18,10,91.16,17,2.53,1.78,0
STU-01330,7,2.55,3.97,2,60.84,5,25.33,4.57,1
STU-02304,0,0.47,7.89,0,29.57,1,71.62,10.08,2
STU-00118,13,5.08,0.14,9,91.07,18,3.39,1.12,0
STU-00438,10,3.7,0.33,12,86.87,22,2.74,2.05,0
STU-00674,13,4.75,0.31,10,89.93,21,1.72,1.17,0
STU-00250,11,3.84,0.15,13,95.96,20,1.02,1.82,0
STU-02129,2,0.27,7.71,1,36.59,0,48.54,9.37,2
STU-01575,5,2.48,2.71,5,56.86,6,21.19,4.97,1
STU-02497,2,1.48,6.97,1,27.02,3,65.09,8.44,2
STU-00095,13,5.07,0.49,15,82.14,19,2.29,0.95,0
STU-01898,3,1.5,7.01,0,42.34,3,51.07,7.0,2
STU-00034,11,5.21,0.21,15,90.19,21,2.84,2.29,0
STU-02135,0,0.38,7.41,1,25.72,0,75.71,9.3,2
STU-02285,3,0.52,6.0,0,29.34,3,57.36,8.18,2
STU-00449,14,3.96,0.29,13,84.64,17,0.53,1.16,0
STU-01470,7,2.39,3.58,5,66.59,6,17.01,5.78,1
STU-01796,7,2.06,3.7,5,67.92,8,21.95,6.21,1
STU-00717,12,4.29,0.54,12,80.17,20,1.08,2.14,0
STU-01942,2,0.67,8.11,0,39.71,3,58.01,8.51,2
STU-02176,0,0.48,6.86,0,33.24,2,58.52,9.05,2
STU-00001,9,3.88,0.83,13,92.7,15,0.42,1.37,0
STU-00457,10,4.52,1.2,9,78.0,22,1.78,1.35,0
STU-01102,7,2.4,5.03,4,65.25,5,21.47,5.32,1
STU-01109,7,2.31,5.09,4,60.94,8,15.0,3.89,1
STU-01883,1,0.82,9.12,1,43.54,3,50.24,8.95,2
STU-00083,11,4.17,1.16,7,96.41,16,2.81,1.9,0
STU-01482,4,3.21,2.44,2,52.29,6,24.11,3.85,1
STU-01977,1,0.14,6.58,0,27.17,1,54.81,8.28,2
STU-00677,12,4.41,0.57,13,87.52,19,2.44,2.54,0
STU-02043,2,0.16,7.07,1,32.67,0,59.51,9.09,2
STU-02127,3,0.37,7.04,0,40.93,2,73.92,9.1,2
STU-01047,5,3.0,3.6,3,65.21,9,15.88,3.07,1
STU-01461,4,2.05,2.95,2,59.04,5,37.0,4.94,0
STU-00771,14,4.51,0.39,9,85.58,14,0.58,0.52,1
STU-01669,5,2.5,3.55,5,62.62,5,23.65,3.94,1
STU-02025,3,0.58,8.23,1,39.34,2,65.55,8.81,2
STU-01964,1,0.44,8.73,0,50.0,1,62.45,9.55,2
STU-00518,11,4.8,0.36,9,93.98,19,1.78,2.29,1
STU-00823,12,5.08,0.07,7,81.12,15,2.67,1.99,0
STU-00405,11,5.02,0.06,11,90.96,21,0.34,1.23,0
STU-00385,9,4.36,0.07,14,83.47,15,1.85,1.72,0
STU-01992,1,1.5,6.37,0,28.62,2,62.06,9.19,2
STU-02425,0,0.74,8.09,1,35.19,1,66.25,9.1,2
STU-00105,13,4.25,0.32,11,90.22,19,0.21,2.12,0
STU-01634,6,2.27,3.12,5,64.76,5,22.16,3.77,1
STU-02385,1,1.12,7.47,1,31.48,3,60.62,7.53,2
STU-00689,11,4.32,0.15,13,95.86,18,5.18,1.64,0
STU-02211,3,1.5,7.53,0,28.89,1,73.59,8.82,2
STU-00827,9,4.36,0.0,12,78.0,20,0.58,2.0,0
STU-01241,6,2.98,3.37,5,60.29,7,24.98,4.67,1
STU-00063,13,5.25,0.25,12,89.82,18,0.66,2.8,0
STU-01306,5,1.89,4.01,5,55.25,7,16.08,3.61,1
STU-00853,11,5.23,0.18,15,93.17,22,3.79,1.69,0
STU-02321,1,0.73,8.97,0,31.38,0,49.33,7.7,1
STU-00177,11,5.58,1.03,12,84.52,19,1.99,1.0,0
STU-01263,5,2.36,3.13,2,65.76,7,21.14,4.85,1
STU-00224,10,4.96,0.32,13,83.95,18,1.62,1.54,0
STU-00146,12,4.27,0.11,8,94.64,22,5.29,2.0,0
STU-01089,5,1.5,3.49,4,58.51,10,21.22,3.71,1
STU-00374,13,4.84,0.46,9,93.17,14,0.21,2.0,0
STU-01825,6,2.18,2.14,2,67.79,5,22.32,4.83,0
STU-02110,1,1.5,8.01,0,31.59,1,64.41,7.82,2
STU-01143,7,2.23,3.29,3,66.65,5,24.34,3.18,1
STU-02393,1,0.02,7.73,1,29.65,0,63.54,7.92,2
STU-02164,1,0.43,8.27,1,23.51,1,44.0,10.53,2
STU-01275,4,2.25,3.39,5,64.13,8,24.33,5.16,1
STU-01266,6,1.99,2.39,3,64.53,9,17.86,5.11,1
STU-02234,1,0.01,7.57,1,34.4,2,69.14,8.96,2
STU-01949,1,1.26,7.07,1,48.8,3,60.7,7.91,2
STU-00010,13,4.22,0.33,15,90.23,15,2.93,0.96,0
STU-00450,9,3.85,0.11,10,89.97,20,1.23,1.32,0
STU-01839,4,1.92,3.98,2,62.54,6,22.66,5.9,1
STU-00709,11,4.15,0.39,9,90.3,14,2.19,2.26,0
STU-00256,12,4.15,0.23,15,80.39,16,3.16,1.32,0
STU-00883,13,4.58,0.24,7,87.16,18,0.16,0.82,0
STU-01618,6,2.28,3.03,4,69.36,6,20.76,4.23,1
STU-00390,12,4.03,0.11,7,87.11,14,2.7,2.13,0
STU-02016,0,1.1,7.85,0,33.93,0,59.82,9.33,1
STU-02396,0,0.12,6.0,0,26.5,2,60.24,8.48,2
STU-01582,4,3.28,2.22,2,56.41,5,21.35,4.51,1
STU-00909,13,4.53,0.17,13,93.19,18,1.92,1.51,0
STU-00925,13,4.5,0.28,13,92.8,16,0.5,1.22,0
STU-00752,11,4.25,0.11,13,84.15,19,0.85,2.22,0
STU-01890,0,1.5,7.21,1,35.06,1,64.81,11.08,1
STU-00461,11,3.59,0.98,15,85.64,20,4.48,2.16,0
STU-01748,5,2.4,2.33,4,62.02,9,23.83,5.79,1
STU-01948,1,0.28,6.03,1,43.11,1,52.59,10.59,2
STU-01225,5,2.75,4.59,2,53.28,6,23.83,4.78,1
STU-01169,7,2.76,3.09,4,63.57,5,28.86,4.05,1
STU-00959,14,4.61,0.5,12,79.07,19,0.25,1.78,0
STU-00502,10,4.17,0.26,14,89.51,17,3.97,2.33,0
STU-01728,7,1.94,2.45,4,64.72,8,21.63,5.77,1
STU-00740,12,4.56,0.59,9,85.0,20,1.91,1.9,0
STU-00041,11,5.9,1.2,8,78.0,18,0.74,1.17,0
STU-00869,13,3.79,0.17,13,89.99,22,1.71,1.33,0
STU-00732,13,3.29,0.6,13,88.68,17,2.96,2.18,0
STU-00540,9,4.6,0.41,14,87.59,19,0.88,1.93,0
STU-01202,7,1.64,3.25,4,72.31,5,18.82,4.19,1
STU-01340,7,2.08,3.86,3,62.78,6,18.64,4.55,1
STU-00698,11,4.55,0.23,7,85.05,18,0.97,1.45,0
STU-02345,1,0.13,6.8,1,31.3,2,68.21,9.65,2
STU-02088,2,0.64,9.44,1,32.14,3,61.37,9.49,2
STU-02077,0,0.69,7.88,0,32.82,0,60.06,8.55,2
STU-01372,4,3.04,3.36,3,63.36,8,35.53,4.22,1
STU-01146,5,3.1,3.93,2,68.1,9,21.65,3.04,1
STU-01032,4,2.79,3.93,4,74.0,5,22.06,4.82,0
STU-00373,9,4.61,0.54,14,87.23,15,0.82,1.42,0
STU-00668,14,4.6,0.2,9,79.9,18,0.34,1.38,0
STU-01432,5,3.14,2.58,4,60.06,6,20.38,5.55,1
STU-02184,2,0.21,8.58,0,40.5,0,58.16,11.75,2
STU-00358,11,4.2,0.32,9,84.43,19,4.52,2.64,0
STU-00968,14,4.64,0.33,10,86.17,21,3.6,2.59,0
STU-00784,11,3.91,1.2,11,88.56,14,1.03,2.06,0
STU-00736,12,4.16,0.13,15,82.56,19,1.8,1.19,0
STU-01354,5,2.45,3.05,2,59.94,5,22.12,3.82,1
STU-01036,5,1.61,3.14,2,63.26,8,31.72,3.84,1
STU-00971,11,4.22,0.01,15,83.29,17,1.32,2.4,0
STU-00471,14,4.05,0.04,8,92.43,19,2.73,1.99,0
STU-00656,14,4.1,0.48,11,95.43,20,0.98,1.65,0
STU-02354,1,0.19,7.2,1,30.79,1,55.15,9.3,2
STU-01910,2,0.78,6.72,1,29.32,0,67.18,8.53,1
STU-02331,3,1.05,8.13,0,39.04,0,70.09,9.94,2
STU-01397,5,2.75,3.89,4,63.75,5,25.54,6.5,1
STU-01537,5,2.74,2.89,3,60.91,6,27.68,3.86,1
STU-01984,0,0.87,8.94,1,46.59,1,80.0,7.46,2
STU-02182,0,0.13,8.22,1,35.92,3,62.19,9.24,2
STU-01550,4,2.93,2.91,5,67.68,10,26.37,6.42,1
STU-01329,5,2.83,2.29,4,61.52,9,20.1,4.84,1
STU-01257,5,1.81,3.27,4,55.97,5,20.46,5.36,1
STU-02162,1,0.08,7.97,0,34.77,2,71.03,8.76,1
STU-01426,6,2.24,2.86,2,63.73,9,25.46,4.93,1
STU-01465,5,1.9,3.04,2,67.66,7,19.65,4.44,1
STU-01556,7,2.96,2.87,3,59.97,8,31.4,4.03,1
STU-02156,3,0.22,8.11,0,29.5,1,55.29,8.66,2
STU-01251,4,2.44,3.75,5,69.3,9,24.84,3.83,1
STU-01700,5,2.41,3.95,2,63.9,10,24.97,4.7,1
STU-01253,5,2.05,3.5,4,61.46,6,25.27,4.81,1
STU-02426,3,0.9,7.32,0,43.67,0,63.69,9.07,2
STU-02319,2,1.1,6.23,1,35.07,1,63.53,8.86,2
STU-01237,7,2.52,3.08,2,68.67,9,30.57,4.52,1
STU-00886,11,4.21,0.09,7,88.73,20,2.11,0.97,0
STU-00080,9,3.53,0.35,11,93.94,16,0.54,2.7,0
STU-01173,6,2.32,3.13,5,67.32,9,31.99,4.84,1
STU-00815,13,5.39,0.36,14,82.58,19,1.94,1.31,0
STU-01853,4,2.46,3.62,4,66.9,10,27.1,4.5,1
STU-01971,3,0.33,8.63,0,42.84,2,73.22,9.01,2
STU-00672,9,4.87,0.02,15,88.63,19,1.54,1.96,0
STU-02187,2,0.2,8.7,1,39.61,0,67.53,8.59,1
STU-02442,1,0.21,9.31,1,29.27,3,48.59,11.24,2
STU-00058,11,3.94,0.48,15,80.17,14,1.91,1.41,0
STU-00134,14,4.02,0.66,10,84.86,18,1.81,2.3,0
STU-01141,7,2.69,3.25,5,66.97,10,19.68,4.28,1
STU-00934,9,5.66,0.32,9,92.71,17,0.71,1.61,0
STU-00929,10,4.34,0.42,12,90.43,18,4.32,1.58,1
STU-00824,10,4.78,0.19,10,91.57,18,0.74,2.03,0
STU-01433,7,2.39,3.43,3,63.28,5,15.0,4.8,1
STU-01393,6,2.49,3.72,4,68.33,10,29.3,4.22,1
STU-01532,6,2.31,4.02,5,58.85,8,21.72,3.0,1
STU-01215,6,1.57,2.95,2,60.43,9,27.16,3.56,1
STU-00505,11,5.69,0.7,14,79.37,21,2.04,1.98,0
STU-02470,3,0.23,6.0,0,45.47,0,54.24,10.9,2
STU-00348,11,6.35,0.59,12,91.52,19,0.67,1.71,0
STU-00387,11,5.68,0.06,9,91.05,17,1.47,1.58,1
STU-01025,5,1.75,2.3,2,67.77,9,27.74,5.79,1
STU-01959,0,1.05,6.71,1,36.65,3,50.92,11.33,2
STU-01385,7,2.58,3.36,2,64.68,7,30.47,4.55,1
STU-00895,13,5.27,0.02,11,86.25,14,0.08,2.14,0
STU-00829,13,3.84,0.3,13,82.88,17,0.44,2.24,0
STU-02435,3,0.03,6.52,1,28.17,3,77.75,11.64,2
STU-00476,12,4.33,0.06,12,91.93,19,0.56,2.32,0
STU-01684,6,2.09,3.41,4,69.24,9,28.62,3.14,1
STU-02141,2,0.08,6.67,0,40.82,3,57.09,10.16,2
STU-02328,2,0.7,7.45,0,40.73,0,68.41,10.48,2
STU-02126,1,1.5,6.0,1,20.38,0,67.69,7.12,2
STU-02090,2,0.7,9.02,1,24.42,0,53.49,7.15,2
STU-00653,11,4.36,0.18,11,92.27,17,1.39,2.08,0
STU-00173,12,3.09,0.04,14,89.88,21,0.41,1.94,0
STU-01475,6,2.22,2.68,2,59.59,8,35.15,5.16,1
STU-01150,7,2.38,3.03,3,67.62,9,26.25,5.33,1
STU-00039,13,4.64,0.18,15,83.68,18,1.07,1.74,1
STU-01555,6,2.26,2.64,5,61.79,7,24.68,3.58,0
STU-02386,3,0.19,8.47,0,32.46,0,71.54,7.9,2
STU-00714,13,4.47,0.14,15,90.59,18,5.5,2.34,0
STU-00091,13,4.44,0.38,13,89.83,17,2.3,1.56,0
STU-00167,12,4.94,1.17,9,88.13,20,3.2,1.81,0
STU-01206,4,1.97,3.94,5,64.2,5,34.98,4.49,1
STU-00876,13,3.66,0.57,11,91.14,21,1.53,2.26,0
STU-00445,10,5.67,0.19,7,92.52,22,1.87,2.1,0
STU-02152,0,0.06,7.9,0,44.98,0,65.8,12.0,2
STU-02292,3,0.9,7.74,1,18.0,3,46.38,8.68,2
STU-02484,2,0.12,7.35,1,28.6,3,65.47,8.16,2
STU-01094,7,2.89,3.26,3,61.21,6,37.0,4.05,0
STU-01828,6,3.04,3.1,3,57.13,8,32.95,5.61,1
STU-01156,5,1.92,3.07,4,60.5,5,23.38,4.36,1
STU-01325,4,3.38,3.76,2,66.2,7,21.04,5.61,1
STU-00217,9,4.8,0.05,12,81.88,18,1.95,1.5,0
STU-01351,6,2.5,3.3,2,63.92,7,29.49,4.43,1
STU-00511,11,5.02,0.05,7,91.15,19,1.75,0.92,0
STU-01681,5,3.21,4.18,3,65.9,5,17.85,4.67,1
STU-00500,10,4.34,0.06,14,87.61,18,1.11,1.27,0
STU-02458,3,0.1,7.33,1,37.57,2,67.71,9.62,2
STU-01857,4,2.75,4.21,5,64.05,5,24.47,4.91,1
STU-01389,6,2.64,3.11,4,67.19,10,18.01,4.25,1
STU-01520,4,2.22,3.04,3,65.45,10,25.88,3.21,1
STU-01672,5,3.17,4.55,5,70.44,10,15.0,5.36,1
STU-00339,12,5.1,0.16,11,88.43,22,0.17,1.77,0
STU-02332,2,0.75,8.33,1,33.81,3,75.5,7.9,1
STU-01189,7,2.16,3.58,5,62.67,8,22.38,5.31,1
STU-00029,10,4.17,0.57,8,93.06,21,2.12,1.96,1
STU-01541,5,1.73,4.03,5,64.85,6,20.46,3.63,1
STU-01218,6,3.5,3.21,5,60.01,6,23.7,4.51,1
STU-02031,0,1.26,6.58,0,40.25,1,76.76,7.09,2
STU-00795,13,4.7,0.18,14,87.02,22,1.35,2.6,0
STU-00946,9,4.32,0.42,12,89.61,14,0.53,2.62,0
STU-01417,6,2.23,2.35,5,69.62,9,15.34,3.32,0
STU-00170,14,4.64,0.27,15,87.73,20,4.91,2.48,0
STU-02095,0,1.5,7.25,1,35.55,1,80.0,8.7,2
STU-01677,5,2.36,3.48,4,63.51,8,18.33,4.99,1
STU-01198,6,2.26,3.44,4,66.34,6,26.74,5.01,1
STU-01543,5,2.59,2.94,2,60.57,7,32.57,4.62,1
STU-01254,5,2.08,3.03,3,59.19,6,16.71,3.27,1
STU-01277,7,2.22,3.12,5,70.22,8,28.97,4.76,1
STU-00913,13,3.82,1.11,10,91.18,18,1.1,2.1,0
STU-00492,11,4.84,0.08,12,92.43,22,2.43,0.52,0
STU-00954,10,4.19,0.3,9,92.27,17,8.0,1.64,0
STU-01098,6,1.99,2.94,5,67.0,6,16.81,3.43,1
STU-01033,6,2.98,3.16,2,71.59,9,32.04,4.97,1
STU-00588,13,4.29,0.26,13,93.62,14,1.73,2.31,0
STU-00751,13,4.47,0.46,12,86.04,21,0.76,1.7,0
STU-00658,12,4.4,0.52,11,85.35,21,3.88,2.58,1
STU-01867,6,2.94,2.81,3,67.53,9,28.04,4.14,1
STU-00235,12,3.84,0.0,14,88.75,20,4.91,1.16,0
STU-00733,13,5.61,0.13,11,91.53,17,1.31,1.7,0
STU-02493,0,0.32,8.52,0,34.97,2,69.29,7.27,2
STU-01187,5,2.49,3.9,2,65.66,8,28.75,5.97,1
STU-01157,4,1.58,3.55,3,61.73,5,23.61,5.03,1
STU-02454,0,0.51,8.11,1,42.42,3,76.57,7.0,1
STU-01247,5,2.87,2.9,2,56.85,9,32.16,3.98,1
STU-02449,1,0.72,7.49,0,25.66,0,74.37,9.43,2
STU-00935,9,5.73,0.04,13,94.99,17,0.66,0.86,0
STU-01210,6,3.24,2.62,5,57.36,9,17.59,4.75,1
STU-01066,4,2.62,3.51,3,58.12,7,16.77,4.71,1
STU-01717,4,2.24,4.23,3,65.96,9,22.08,4.54,1
STU-00109,9,3.51,0.12,14,82.89,15,1.06,1.96,0
STU-01063,4,2.54,3.63,3,72.81,6,24.79,5.72,1
STU-00569,11,4.67,0.63,13,90.19,15,4.07,1.64,0
STU-01168,5,3.03,2.69,4,63.71,6,17.59,4.14,1
STU-01175,4,1.88,2.55,2,70.74,10,22.1,4.4,1
STU-01589,7,2.46,3.68,4,63.43,8,26.85,5.16,0
